8092573598387055,2458371534,2458371534,记者谈春平,1,-2,,#突发# 四川#宜宾公交爆燃# 今日17时许，宜宾市南门桥上，一辆14路公交车发生爆燃。华西都市报记者立即赶往现场，目前，警方、消防和120已经抵达现场，并对该桥两边进行封锁。记者在现场看到公交车窗子全部破碎，据目击者称现场有伤亡。具体情况本报记者正在进一步核实中。华西都市报记者 王正元,iPhone客户端,http://ww4.sinaimg.cn/wap128/9287c5cejw1egbnkkc855j20hs0dc0vc.jpg,0,7,2,,2014-05-12 18:11 
8092652523654825,3113741037,3113741037,杨杨杨华3113741037,1,,,#宜宾公交爆燃# 2014年5月12日50分左右，宜宾巿公交交通有限公司14路公交车（牌照为川Q18757贺驶员肖坤明)行驶至城区南门桥时发生燃烧，造成交通中断。18：25分恢复交通，经初步勘查和統计，事件造成1人死亡，19人受伤。 http://t.cn/8sFg54s,iPhone客户端,,0,6,1,,2014-05-12 21:43 
8092632272844518,2553770907,2553770907,滁州公安在线,,-3,,#微播报# 【四川宜宾公交爆燃多人伤亡】5月12日下午17时左右，四川宜宾市区一辆公交车在行驶过程突然起火燃烧，导致车上至少有1人身亡，10多人受伤，公交车前半部分完好，后门被烧的面目全非。目前，伤者已全部送往当地医院救治，爆燃事件是否系人为纵火当地警方正在全力调查中。,微博 weibo.com,http://ww1.sinaimg.cn/wap128/9837739bgw1egbs4rtl8oj20sg0lctd3.jpg,1,1,1,,2014-05-12 20:48 
8092628993978904,1776361441,gpzymzzy,许丹,,-2,,四川宜宾公交爆燃致1名学生死亡 官方称有人纵火  http://t.cn/8sFgLkP（分享自@凤凰新闻客户端）,凤凰新闻,http://ww2.sinaimg.cn/wap128/69e11fe1jw1egbrw16oljj20dc09474v.jpg,1,8,2,,2014-05-12 20:40 
8092585492483046,1232121710,sxwbs,山西晚报,,-3,,【宜宾公交爆燃 已致1人身亡】今日17时许，宜宾市南门桥上，一辆14路公交车发生爆燃。公交车窗子全部破碎，据目击者称现场有伤亡。 警方、消防和120都已经抵达现场，并对该桥两边进行封锁。记者从医院了解到，此次事故已致1人身亡，多名乘客受伤，其中还有儿童。@华西都市报,微博 weibo.com,http://ww3.sinaimg.cn/wap128/4970af6etw1egbohuoztsj20c8096jsc.jpg,4,11,3,,2014-05-12 18:43 
8092578532282425,3707154613,3707154613,直播陕南,1,,,#四川宜宾公交爆燃# 今日17时许，宜宾市南门桥上，一辆14路公交车发生爆燃。华西都市报记者立即赶往现场，目前，警方、消防和120已经抵达现场，并对该桥两边进行封锁。记者在现场看到公交车窗子全部破碎，据目击者称现场有伤亡。具体情况本报记者正在进一步核实中。（via @华西都市报 记者：王正元）,360安全浏览器,http://ww1.sinaimg.cn/wap128/dcf6b0b5jw1egbnyjvaztj20c8096q3w.jpg,1,5,1,,2014-05-12 18:24 
8092576773526280,2318551340,2318551340,扬州小报,1,,,#宜宾公交爆燃# 今日17时许，宜宾市南门桥上，一辆14路公交车发生爆燃。华西都市报记者立即赶往现场，目前，警方、消防和120已经抵达现场，并对该桥两边进行封锁。记者从医院了解到，此次事故已致1人身亡，多名乘客受伤，其中还有儿童。现已分别送往宜宾第一人民医院、宜宾市第二人民医院治疗。,iPhone客户端,http://ww1.sinaimg.cn/wap128/8a32492cjw1egbnt8eezkj20hs0dc761.jpg,0,5,1,,2014-05-12 18:19 
8092574755120727,1712155722,newstoday,今日报道,,-3,,#突发# 【宜宾一公交车发生爆燃】今天下午17:00点左右，宜宾城区南门桥桥上，14路公交车在行驶过程中突然发生爆燃。目前至少造成1人死亡，受伤人数不详，已经送往当地大型医院抢救。事发为放学高峰期，可能有学生受伤。事故原因正在调查中。 #宜宾公交爆燃#  via成都商报,微博 weibo.com,http://ww3.sinaimg.cn/wap128/660d6c4agw1egbnmys73rj20c80lo76f.jpg,0,6,1,,2014-05-12 18:14 
8092574585624677,1799543710,zhenyi99,上海新闻头条,,,,#宜宾公交爆燃# 今日17时许，宜宾市南门桥上，一辆14路公交车发生爆燃。目前，警方、消防和120已经抵达现场，并对该桥两边进行封锁。记者在现场看到公交车窗子全部破碎，记者从医院了解到，此次事故已致1人身亡，多名乘客受伤，其中还有儿童。（华西都市报）,微博 weibo.com,http://ww1.sinaimg.cn/wap128/6b42db9egw1egbnnqq4dij20i90pe0xr.jpg,0,5,2,,2014-05-12 18:13 
8092611559221309,1697992644,tanglaoba,扫地的唐老八,1,-2,,【追踪宜宾公交爆燃:嫌疑人已被锁定】四川宜宾公交爆燃事故初步查明是人为纵火，已锁定嫌犯;目击者称有人爬出公交时已全身焦糊，动弹不得。详情>>http://t.cn/8sFsxbw （分享自@搜狐新闻客户端）,搜狐新闻客户端,http://ww4.sinaimg.cn/wap128/65354fc4jw1egbqj9i7v1j20c80lp0ub.jpg,0,1,0,,2014-05-12 19:53 
8092623925116872,1859871684,1859871684,CDTV-3热线188,,-3,,#宜宾公交爆燃# 【宜宾市“5.12”公交车燃烧事件通报】 2014年5月12日16时50分左右，宜宾市城市公共交通有限公司14路公交车（牌照为川Q18757，驾驶员肖坤明）行驶至城区南门桥时发生燃烧，造成交通中断。18：25分恢复交通。经初步勘查和统计，事件造成1人死亡，19人受伤。via宜宾市人民政府新闻办公室,iPhone客户端,http://ww2.sinaimg.cn/wap128/6edb63c4jw1egbrhoo05tj20c809wwf4.jpg,0,2,2,,2014-05-12 20:26 
8092612655500176,1787426113,nanjing,南京同城会,,-3,,【宜宾公交爆燃事故是人为纵火：已致1人死亡20余人受伤】今天下午5点左右，四川宜宾城区南门桥桥上，14路公交车在行驶过程中突然发生爆燃。事故初步查明是人为纵火所致，目前嫌疑人已被锁定。事故发生时正值下班高峰，公交车上乘客较多，有多名学生。目前已确认死亡1人，20余人受伤，多名重伤人员。(人民日报),红围脖iPhone客户端,http://ww4.sinaimg.cn/wap128/6a89f541jw1egbqmbnnryj204418g0un.jpg,0,1,0,,2014-05-12 19:56 
8092592547955827,1767760462,lovingnow,新浪宁波,,-3,,#宜宾公交爆燃# 【四川宜宾一公交车发生爆燃】据成都商报：今天下午17:00点左右，宜宾城区南门桥桥上，14路公交车在行驶过程中突然发生爆燃。目前至少造成1人死亡，受伤人数不详，已经送往当地大型医院抢救。事发为放学高峰期，可能有学生受伤。事故原因正在调查中。,微博 weibo.com,http://ww1.sinaimg.cn/wap128/695de24egw1egbn2mxgx4j20c80lo76l.jpg,2,1,0,,2014-05-12 19:02 
8092631150604857,1916158797,1916158797,旁观的力量,,-2,,【追踪宜宾公交爆燃:嫌疑人已被锁定】四川宜宾公交爆燃事故初步查明是人为纵火，已锁定嫌犯;目击者称有人爬出公交时已全身焦糊，动弹不得。详情>>http://t.cn/8sFsxbw （分享自@搜狐新闻客户端）,搜狐新闻客户端,http://ww2.sinaimg.cn/wap128/7236434djw1egbs22oszkj20d708ddg8.jpg,0,0,0,,2014-05-12 20:45 
8092599211204660,3240928652,3240928652,缪异,,-2,,转 // #我在看新闻#  《四川宜宾公交爆燃1名学生身亡》  四川宜宾公交燃烧致1名学生死亡 官方称有人纵火 http://t.cn/8sFkg7L 来自@腾讯新闻客户端,腾讯新闻客户端,http://ww2.sinaimg.cn/wap128/c12ca58cjw1egbpkppmhbj20dw0ijt9w.jpg,0,0,0,,2014-05-12 19:19 
8092598823084082,3199362444,cdgmjiaju,光明家具成都公司售后杨洪卫,,-2,,四川宜宾发生公交车爆燃事件 目击者称有伤亡(图) - #宜宾公交爆燃# 今日17时许，宜宾市南门桥上，一辆14路公交车发生爆燃。华西都市报记者立即赶往现场，目前，警方、消防和120已经抵达现场，并对该桥两边进行封锁。记者在现场看到公交车窗子全部破碎，据目击者称现... http://t.cn/8sFkF4w,中国网新闻中心,http://ww3.sinaimg.cn/wap128/beb2658cjw1egbpjmcsyzj209m066gme.jpg,0,0,0,,2014-05-12 19:18 
8092659658107575,2086029453,peoplesc,人民网四川频道,,-3,,【四川宜宾公交爆燃 现场及救援组图】据悉，燃烧的公交车为14路公交车，该公交车（川Q18757）在途经翠屏区南门大桥时发生燃烧。目前，此次事故原因正在调查中。http://t.cn/8ssw5GX,微博 weibo.com,http://ww1.sinaimg.cn/wap128/7c56488dgw1egbu948fhaj20e80ao0tf.jpg,0,0,0,,2014-05-12 22:02 
8092572569163831,1813124744,hkw66822333,海口网,,-3,,#宜宾公交爆燃# 今日17时许，宜宾市南门桥上，一辆14路公交车发生爆燃。华西都市报记者立即赶往现场，目前，警方、消防和120已经抵达现场，并对该桥两边进行封锁。记者在现场看到公交车窗子全部破碎，据目击者称现场有伤亡。具体情况本报记者正在进一步核实中。（华西都市报）,360安全浏览器,http://ww2.sinaimg.cn/wap128/6c121688gw1egbnhs92gmj20c8096ab0.jpg,0,4,0,,2014-05-12 18:08 
8092694362074057,2823682992,2823682992,杜娟yb,,,,当时爆炸燃烧的公交就在他旁边，这哥们正在人行道上，率先跑过去掰车门，后来又加入几个爷们，成功开门，救人。给他拍照还不好意思，他是44岁的赵场人朱家银，此次事件中其救了5人，引来市民高度赞扬。宜宾，晚安！#宜宾公交爆燃#,小米手机2S,http://ww4.sinaimg.cn/wap128/a84dfbb0jw1egbwyw8qh1j20hs0vkabn.jpg,6,3,1,,2014-05-12 23:35 
8092662182417469,1105240971,1105240971,YVVVVVV,1,-1,,#宜宾公交爆燃# 宜宾人民好样的，现在鲜血站都还有这么多人在排队献血,iPhone客户端,http://ww3.sinaimg.cn/wap128/41e0a38bjw1egbufr2lc9j20dc0hswfu.jpg,17,1,1,,2014-05-12 22:09 
8092613349402667,3517779674,3517779674,DJ但俊俊儿,,,,华西都市报：#宜宾公交爆燃# 今日17时许，宜宾市南门桥上，一辆14路公交车发生爆燃。华西都市报记者立即赶往现场，目前，警方、消防和120已经抵达现场，并对该桥两边进行封锁。（好惨，后怕啊，，，愿伤者早日康复，灾难远离） 我在:http://t.cn/8sdK2YG,Android客户端,http://ww2.sinaimg.cn/wap128/d1ad0edajw1egbqmuf4zpj20b406b0sv.jpg,2,1,2,"http://place.weibo.com/imgmap/center=31.441509,104.759605&backurl=http%253A%252F%252Fweibo.cn%252Fsearch%252Fmblog%253Fkeyword%253D%2525E5%2525AE%25259C%2525E5%2525AE%2525BE%2525E5%252585%2525AC%2525E4%2525BA%2525A4%2525E7%252588%252586%2525E7%252587%252583%2526amp%253Badvancedfilter%253D1%2526amp%253Bstarttime%253D20140512%2526amp%253Bendtime%253D20140512%2526amp%253Bsort%253Dhot%2526amp%253Bpage%253D4%2526amp%253Brand%253D6407",2014-05-12 19:57 
8092597714100581,3255375592,xinlanghengyang,新浪湖南衡阳频道,,-3,,#宜宾公交爆燃# 今日17时许，宜宾市南门桥上，一辆14路公交车发生爆燃。目前，警方、消防和120已经抵达现场，并对该桥两边进行封锁。记者在现场看到公交车窗子全部破碎，据目击者称现场有伤亡。具体情况本报记者正在进一步核实中。华西都市报记者 王正元 我在:http://t.cn/8sFk3Vd,Android客户端,,2,2,1,,2014-05-12 19:15 
8092597181039330,2011445377,shrb,生活日报,,-3,,【调查:公交公司称有人蓄意纵火】四川宜宾公交爆燃事故已致1人死亡，系学生；目击者称有20多人严重烧伤；公交公司透露有人蓄意纵火。,华为Ascend手机,,0,1,1,,2014-05-12 19:14 
8092600032262792,2837847207,ntai0513,名城南通网,,-3,,#宜宾公交爆燃# 5月12日17点左右，四川宜宾市一辆14路公交车，途径南门桥突然发生爆燃，已致1学生身亡，估计有30多人受伤，其中包括儿童。目前，警方、消防和120已经抵达现场，并对该桥两边进行封锁。公交车窗子全部破碎，当地公交公司表示，是有人蓄意纵火导致此事故。http://t.cn/8sFFAsJ,360安全浏览器,http://ww2.sinaimg.cn/wap128/a9261ca7jw1egbplrgz0bj20c80lo40t.jpg,0,0,0,,2014-05-12 19:22 
8092588859036088,2064612587,2064612587,凯凯凯_Patroclus,,,,宜宾公交爆燃 @宜宾发布 @宜宾零距离 @宜宾泡菜坛 @宜宾维他命网络,iPhone 5s,http://ww3.sinaimg.cn/wap128/7b0f7cebjw1egbopzprtuj20e80p9tbu.jpg,1,6,0,,2014-05-12 18:52 
8092661531559867,3317597875,3317597875,曾三心而已,,,,宜宾！ // #我在看新闻#  《四川宜宾公交爆燃1名学生身亡》 四川宜宾公交燃烧致1名学生死亡官方称有人纵火 http://t.cn/8sFkg7L 来自@腾讯新闻客户端,腾讯新闻客户端,http://ww4.sinaimg.cn/wap128/c5be86b3jw1egbuf2tt8cj20dw0ijq3s.jpg,1,1,0,,2014-05-12 22:07 
8092657295662844,2151039781,2151039781,秋儿秋_Amazon,,,,#宜宾公交爆燃# 看到真的就是心酸，宜宾也是第二次了。现在还有什么是安全的？难道以后都要走路上学吗？正值高峰期在那么拥挤的地方都还要出现这些问题，感觉不会再爱了[伤心]天佑宜宾[绿丝带],小米手机2S,http://ww3.sinaimg.cn/wap128/80364325jw1egbu2kelhyj20k00zktg3.jpg,0,1,0,,2014-05-12 21:56 
8092611467639780,2086029453,peoplesc,人民网四川频道,,-3,,【宜宾公交爆燃 消防:已将重伤人员送往附近医院】人民网记者电话采访宜宾市翠屏区消防大队有关负责人获悉，事故发生后，当地消防立即赶往现场进行救治，重伤者已经送往当地大型医院抢救。事故原因正在调查中。http://t.cn/8sFDDeE,微博 weibo.com,,0,1,0,,2014-05-12 19:52 
8092595915167511,2836008441,2836008441,哈尔滨电视台哈尔滨新闻,,-3,,#宜宾公交爆燃# 【最新消息：已有4名学生受伤】记者在宜宾市翠屏区教育局获悉，目前翠屏教育局已统计到有四名学生在此事故中受伤，其他有关学生的情况正在调查中。 @华西城市读本 记者 伍雪梅,iPhone客户端,,0,1,0,,2014-05-12 19:11 
8092584785005624,1945300537,321060668,跨越曲线,,-1,,愿平安【四川宜宾一公交车发生爆燃】5月12日，据#宜宾公交爆燃# 微博消息，12日17时许，宜宾市南门桥上，一辆14路公交车发生爆燃。华西都市报记者赶往现场..http://t.cn/8sFed5I （分享自@搜狐新闻客户端）,搜狐新闻客户端,http://ww3.sinaimg.cn/wap128/73f2ee39jw1egbogcbi9jj207805a0ss.jpg,1,1,0,,2014-05-12 18:41 
8092582924990167,1738968072,1738968072,国辉_同学UPS,,,,悲剧重演…【四川宜宾一公交车发生爆燃】5月12日，据#宜宾公交爆燃# 微博消息，12日17时许，宜宾市南门桥上，一辆14路公交车发生爆燃。华西都市报记者赶往现场..http://t.cn/8sFed5I （分享自@搜狐新闻客户端）,搜狐新闻客户端,http://ww2.sinaimg.cn/wap128/67a68c08jw1egbob4zv11j20h80cm0ty.jpg,0,1,0,,2014-05-12 18:36 
8092571725445952,2694697651,2694697651,成都生活微播报,,-1,,#宜宾公交爆燃# 今日17时许，宜宾市南门桥上，一辆14路公交车发生爆燃。目前至少造成1人死亡，受伤人数不详，已经送往当地大型医院抢救。事发为放学高峰期，可能有学生受伤。事故原因正在调查中。愿平安,微博 weibo.com,http://ww3.sinaimg.cn/wap128/a09dd2b3gw1egbn9llhgxj20c8096t9o.jpg,2,2,0,,2014-05-12 18:06 
8092577633167578,2051409091,2051409091,牛文子文牛,,-2,,#宜宾公交爆燃# 今日17时许，宜宾市南门桥上，一辆14路公交车发生爆燃。华西都市报记者立即赶往现场，目前，警方、消防和120已经抵达现场，并对该桥两边进行封锁。记者在现场看到公交车窗子全部破碎，据目击者称现场有伤亡。具体情况本报记者正在进一步核实中。华西都市报记者 王正元@怪兽峰峰,360安全浏览器,,0,0,0,,2014-05-12 18:21 
8092692724654922,2139183950,2139183950,不惑而立知天命,,,,该诅咒的混蛋、懦夫、渣滓！//【宜宾公交爆燃目击者：车辆满载 很多人来不及逃出】12日下午17时左右，四川宜宾市区一辆公交车在行驶过程突然起火燃烧，导致车上至少有1人身亡，10多人受伤。 （分享自 @凤凰网） http://t.cn/8sFsUFO,分享按钮,http://ww3.sinaimg.cn/wap128/7f815b4ejw1egbwucju8ij20c80nsdii.jpg,0,0,0,,2014-05-12 23:31 
8092681057445576,1829861507,jackwynnes,GeorgeMel,,,,Ve tabrin // #我在看新闻#  《四川宜宾公交爆燃致1人身亡》 四川宜宾公交燃烧致1人死亡官方称有人纵火 http://t.cn/8ss2Fj5 来自@腾讯新闻客户端,腾讯新闻客户端,http://ww3.sinaimg.cn/wap128/6d117883jw1egbvxpzlrdj20dw0ijt9w.jpg,0,0,0,,2014-05-12 23:00 
8092679210450904,2707968260,2707968260,天方依谈,,,,【宜宾公交爆燃:嫌疑人已被锁定】 #宜宾公交爆燃#  【是人为纵火：已致1人死亡、20余人受伤】人民日报从宜宾市安监局获悉... -->详见：http://t.cn/8ssvbI3,人民新闻,http://ww2.sinaimg.cn/wap128/a1685104jw1egbvskft2tj207e08wt99.jpg,0,0,1,,2014-05-12 22:55 
8092679189261870,2707968260,2707968260,天方依谈,,,,【宜宾公交爆燃:嫌疑人已被锁定】 #宜宾公交爆燃#  【是人为纵火：已致1人死亡、20余人受伤】人民日报从宜宾市安监局获悉... -->详见：http://t.cn/8ssvbI3,人民新闻,http://ww1.sinaimg.cn/wap128/a1685104jw1egbvshys6fj207e08wt99.jpg,0,0,0,,2014-05-12 22:55 
8092678774264079,2707968260,2707968260,天方依谈,,,,【四川公交爆燃事件系蓄意纵火】 据四川媒体报道，宜宾公交爆燃事件公交公司称是有人蓄意纵火，目前已造成一名学生死亡，多人受... -->详见：http://t.cn/8ssLv6v,人民新闻,http://ww1.sinaimg.cn/wap128/a1685104jw1egbvrbpgegj20bv08w0tz.jpg,0,0,0,,2014-05-12 22:53 
8092678555753827,2785706643,2785706643,枭蕾之梦,,-1,,转 // #我在看新闻#  《四川宜宾公交爆燃致1人身亡》  四川宜宾公交燃烧致1人死亡 官方称有人纵火 http://t.cn/8ss2Fj5 来自@腾讯新闻客户端,腾讯新闻客户端,http://ww4.sinaimg.cn/wap128/a60a8293jw1egbvqq6028j209m06674r.jpg,0,0,0,,2014-05-12 22:53 
8092672286271952,2823682992,2823682992,杜娟yb,,,,5月12日16时50分左右，宜宾市城市公交公司14路车（川Q18757）行驶至城区南门桥时发生燃烧，造成交通中断。经初步勘查和统计，事件造成1人死亡，19人受伤。目前，公安、交通、消防、医疗、应急、安监等六个工作组正在全力开展工作。愿逝者安息，生者平安！[蜡烛][蜡烛][蜡烛]#宜宾公交爆燃#,小米手机2S,http://ww4.sinaimg.cn/wap128/a84dfbb0jw1egbv8w4df6j20cs09lmxg.jpg,0,0,0,,2014-05-12 22:36 
8092670831553269,2435367515,2435367515,嘿咻嘿咻嘿彐,1,,,可爱的克罗心[吐舌头]低价啦#宜宾公交爆燃# #随手拍嘟嘟嘴# 需要的快来>O<,Android客户端,http://ww2.sinaimg.cn/wap128/9128c25bjw1egbv539wykj20k00csgmn.jpg,0,0,0,,2014-05-12 22:32 
8092668320331190,3559093635,3559093635,拼博53,,,,这种人为什么老是拿无辜的百姓做抗议盾牌【追踪宜宾公交爆燃:嫌疑人已被锁定】四川宜宾公交爆燃事故初步查明是人为纵火，已锁定嫌犯;目击者称有人爬出公交时已全身焦糊，动弹不得。详情>>http://t.cn/8sFsxbw （分享自@搜狐新闻客户端）,搜狐新闻客户端,http://ww4.sinaimg.cn/wap128/d4237583jw1egbuy360qdj20d708d74o.jpg,0,0,0,,2014-05-12 22:25 
8092668137645527,1111021934,1111021934,终极目标vv,,,,这个变态的社会，变态的人……【追踪宜宾公交爆燃:嫌疑人已被锁定】四川宜宾公交爆燃事故初步查明是人为纵火，已锁定嫌犯;目击者称有人爬出公交时已全身焦糊，动弹不得。详情>>http://t.cn/8sFsxbw （分享自@搜狐新闻客户端）,搜狐新闻客户端,http://ww1.sinaimg.cn/wap128/4238d96ejw1egbuxk78jaj20d708daag.jpg,0,0,0,,2014-05-12 22:25 
8092666307645397,2058854084,2058854084,广州东方之子,,,,【追踪宜宾公交爆燃:嫌疑人已被锁定】四川宜宾公交爆燃事故初步查明是人为纵火，已锁定嫌犯;目击者称有人爬出公交时已全身焦糊，动弹不得。详情>>http://t.cn/8sFsxbw （分享自@搜狐新闻客户端）,搜狐新闻客户端,http://ww3.sinaimg.cn/wap128/7ab79ec4jw1egbusgdes7j20d708ddg8.jpg,0,0,0,,2014-05-12 22:20 
8092664505320987,2883498947,2883498947,快乐疯癫掌门--程果儿,,-1,,转 // #我在看新闻#  《四川宜宾公交爆燃1名学生身亡》  四川宜宾公交燃烧致1名学生死亡 官方称有人纵火 http://t.cn/8sFkg7L 来自@腾讯新闻客户端,腾讯新闻客户端,http://ww3.sinaimg.cn/wap128/abdeb3c3jw1egbundyv8lj20a00dcjrm.jpg,0,0,0,,2014-05-12 22:15 
8092662378419987,2969049701,543451186,黔中时报,,,,【宜宾公交爆燃系有人蓄意纵火】据华西都市报记者从公交公司了解到，此次事故是有人蓄意纵火导致。目前，宜宾市翠屏教育局已统计到有四名学生在此事故中受伤，其他有关学生的情况正在调查中。@央视新闻,Android客户端,http://ww1.sinaimg.cn/wap128/b0f81a65jw1egbuhfi6doj20ga0i6my9.jpg,1,0,0,,2014-05-12 22:09 
8092653986718584,1228873977,ericshen987,杭湾野老,,-1,,转 // #我在看新闻#  《四川宜宾公交爆燃1名学生身亡》 四川宜宾公交燃烧致1名学生死亡官方称有人纵火 http://t.cn/8sFkg7L 来自@腾讯新闻客户端,腾讯新闻客户端,http://ww2.sinaimg.cn/wap128/493f20f9jw1egbttz5ly2j20dw0ijt9w.jpg,0,0,0,,2014-05-12 21:47 
8092650201320181,2673601331,2673601331,昌平联通回龙观营业厅,,,,转 // #我在看新闻#  《四川宜宾公交爆燃1名学生身亡》  四川宜宾公交燃烧致1名学生死亡 官方称有人纵火 http://t.cn/8sFkg7L 来自@腾讯新闻客户端,腾讯新闻客户端,http://ww1.sinaimg.cn/wap128/9f5beb33jw1egbtjdj3mij20dw0ijdh1.jpg,0,0,0,,2014-05-12 21:37 
8092648808254407,2028912931,2028912931,Sam海天,,,,四川宜宾公交爆燃致1名学生死亡 官方称有人纵火 http://t.cn/8sFgLkP （分享自@凤凰新闻客户端）,凤凰新闻,http://ww2.sinaimg.cn/wap128/78eec123jw1egbtfh5n12j20dc094t9q.jpg,0,0,0,,2014-05-12 21:33 
8092644333140431,3496474004,3496474004,7号闪电,,,,转 // #我在看新闻#  《四川宜宾公交爆燃1名学生身亡》  四川宜宾公交燃烧致1名学生死亡 官方称有人纵火 http://t.cn/8sFkg7L 来自@腾讯新闻客户端,腾讯新闻客户端,http://ww4.sinaimg.cn/wap128/d067f594jw1egbt2ya1zoj209w0c4glx.jpg,1,0,0,,2014-05-12 21:21 
